Index X Y Z
3988 -5.413116 4.101221 0.397400
3989 -5.383716 4.065621 0.413600
3990 -5.391016 4.122421 0.286200
3991 -5.326816 4.138621 0.545900
3992 -5.311316 4.102521 0.527100
3993 -5.206216 4.160921 0.646700
3994 -5.206216 4.160921 0.646700
3995 -5.206216 4.160921 0.646700
3996 -5.206216 4.160921 0.646700
3997 -5.145716 4.198221 0.756300
3998 -5.123116 4.171721 0.734300
3999 -5.121616 4.211821 0.748200
4000 -5.097716 4.155221 0.828200
4001 -5.123116 4.171721 0.734300
4002 -5.311316 4.102521 0.527100
4003 -5.390516 4.061421 0.278300
4004 -5.396116 4.135321 0.093300
4005 -5.389216 4.131421 0.065900
4006 -5.396116 4.135321 0.093300
4007 -5.367816 4.088421 0.097700
4008 -5.392916 4.136521 0.117800
4009 -5.300916 4.210421 0.114800
4010 -5.307716 4.201021 0.133600
4011 -5.296116 4.205122 0.063800
4012 -5.444916 4.092821 0.320800
4013 -5.444916 4.092821 0.320800
4014 -5.451416 4.093921 0.353000
4015 -5.444916 4.092821 0.320800
4016 -5.354416 4.141121 0.596100
4017 -5.349416 4.135821 0.569300
4018 -5.261216 4.214921 0.583700
4019 -5.165416 4.192822 0.776600
4020 -5.070216 4.310721 0.189500
4021 -4.986616 4.281021 0.317800
4022 -4.986616 4.281021 0.317800
4023 -5.104116 4.278821 0.417000
4024 -5.104116 4.278821 0.417000
4025 -5.121116 4.286521 0.237600
4026 -4.956716 4.303321 0.470100
4027 -5.067316 4.299421 0.470100
4028 -4.956716 4.303321 0.470100
4029 -5.027416 4.255721 0.482500
4030 -4.956716 4.303321 0.470100
4031 -5.021016 4.275721 0.635700
4032 -4.867516 4.458943 0.668900
4033 -4.824716 4.405221 0.643700
4034 -4.881116 4.321521 0.813500
4035 -4.881116 4.321521 0.813500
4036 -4.986616 4.281021 0.317800
4037 -5.053516 4.291121 0.007900
4038 -5.108716 4.348022 0.036700
4039 -4.893916 4.313321 0.815500
4040 -5.014416 4.248021 0.694300
4041 -5.024016 4.247421 0.108200
4042 -5.025016 4.254721 0.053500
4043 -5.025016 4.254721 0.053500
4044 -5.053516 4.291121 0.007900
4045 -5.025016 4.254721 0.053500
4046 -5.132716 4.277121 0.239400
4047 -5.095716 4.235121 0.270300
4048 -5.260516 4.184221 0.250900
4049 -5.217116 4.139321 0.278000
4050 -5.248016 4.173621 0.417700
4051 -5.208016 4.131621 0.379000
4052 -5.085616 4.230621 0.378100
4053 -5.116016 4.269521 0.416600
4054 -5.198016 4.120421 0.325300
4055 -5.078516 4.218421 0.324100
4056 -5.181116 4.190722 0.012300
4057 -5.151116 4.155321 0.052700
4058 -5.044616 4.263621 0.162300
4059 -5.081416 4.300821 0.188400
4060 -5.203516 4.204422 0.181500
4061 -5.165116 4.164221 0.154300
4062 -5.146316 4.146921 0.103800
4063 -5.039916 4.247721 0.485000
4064 -5.079616 4.291021 0.472800
4065 -5.185616 4.220821 0.488800
4066 -5.147616 4.178421 0.507600
4067 -5.145516 4.196721 0.644500
4068 -5.122816 4.163521 0.605800
4069 -5.011416 4.232321 0.589000
4070 -5.033016 4.266621 0.636300
4071 -5.013916 4.225921 0.536900
4072 -5.122816 4.156121 0.557000
4073 -4.896316 4.269821 0.693800
4074 -4.931216 4.311421 0.674900
4075 -5.014416 4.248021 0.694300
4076 -4.979416 4.205122 0.713300
4077 -4.961016 4.209821 0.804000
4078 -4.980616 4.248021 0.835300
4079 -4.893916 4.313321 0.815500
4080 -4.874616 4.272121 0.779500
4081 -4.877716 4.260221 0.736700
4082 -4.961916 4.195921 0.759000
4083 -5.036116 4.238321 0.107800
4084 -5.025016 4.254721 0.053500
4085 -5.036116 4.238321 0.107800
4086 -5.036116 4.238321 0.107800
4087 -5.025016 4.254721 0.053500
4088 -5.025016 4.254721 0.053500
4089 -5.108716 4.348022 0.036700
4090 -5.294116 4.221021 0.396500
4091 -4.956916 4.359622 0.706500
4092 -5.174716 4.288421 0.515200
4093 -5.174716 4.288421 0.515200
4094 -4.589616 4.241721 -0.110400
4095 -4.633516 4.265921 -0.091400
4096 -4.675216 4.291621 -0.090300
4097 -4.700416 4.342321 -0.135600
4098 -4.544516 4.238721 -0.175900
4099 -4.675216 4.291621 -0.090300
4100 -4.213816 4.611022 0.106600
4101 -4.232916 4.874221 0.582600
4102 -4.187516 4.820221 0.561800
4103 -4.278316 4.928121 0.056200
4104 -4.149216 4.774321 0.115500
4105 -1.549300 1.968100 0.355800
4106 -1.556000 2.189000 0.355800
4107 -1.604200 2.210300 0.157400
4108 -1.596800 1.967800 0.157400
4109 -1.241800 1.968600 0.682800
4110 -1.244400 2.150100 0.682800
4111 -1.441200 2.167600 0.554200
4112 -1.436000 1.968400 0.554200
4113 -1.047700 1.968900 0.718500
4114 -0.853500 1.968600 0.682800
4115 -0.850900 2.150100 0.682800
4116 -1.047700 2.132500 0.718500
4117 -0.659400 1.968400 0.554200
4118 -0.546100 1.968100 0.355800
4119 -0.539400 2.189000 0.355800
4120 -0.654200 2.167600 0.554200
4121 -0.498500 1.967800 0.157400
4122 -0.534000 1.967800 -0.041000
4123 -0.527100 2.224700 -0.041000
4124 -0.491200 2.210300 0.157400
4125 -0.853500 1.967800 -0.367500
4126 -0.850900 2.239200 -0.367500
4127 -0.654200 2.239200 -0.239500
4128 -0.659400 1.967800 -0.239500
4129 -1.047700 1.967800 -0.403800
4130 -1.241800 1.967800 -0.367500
4131 -1.244400 2.239200 -0.367500
4132 -1.047700 2.239200 -0.403800
4133 -1.561400 1.967800 -0.041000
4134 -1.568300 2.224700 -0.041000
4135 -1.441200 2.239200 -0.239500
4136 -1.436000 1.967800 -0.239500
4137 -1.427900 1.777100 0.554200
4138 -1.538900 1.756000 0.355800
4139 -1.528100 1.492600 0.355800
4140 -1.419500 1.492600 0.554200
4141 -1.047700 1.811700 0.718500
4142 -1.237800 1.794400 0.682800
4143 -1.233600 1.492600 0.682800
4144 -1.047700 1.492600 0.718500
4145 -0.675800 1.492600 0.554200
4146 -0.667400 1.777100 0.554200
4147 -0.857600 1.794400 0.682800
4148 -0.861800 1.492600 0.682800
4149 -0.521800 1.492600 0.157400
4150 -0.509900 1.735000 0.157400
4151 -0.556500 1.756000 0.355800
4152 -0.567300 1.492600 0.355800
4153 -0.675800 1.492600 -0.239500
4154 -0.667400 1.706100 -0.239500
4155 -0.544600 1.720600 -0.041000
4156 -0.555700 1.492600 -0.041000
4157 -1.047700 1.492600 -0.403800
4158 -1.047700 1.706100 -0.403800
4159 -0.857600 1.706100 -0.367500
4160 -0.857600 1.706100 -0.367500
4161 -0.861800 1.492600 -0.367500
4162 -1.427900 1.706100 -0.239500
4163 -1.237800 1.706100 -0.367500
4164 -1.233600 1.492600 -0.367500
4165 -1.419500 1.492600 -0.239500
4166 -1.585400 1.735000 0.157400
4167 -1.550800 1.720600 -0.041000
4168 -1.539700 1.492600 -0.041000
4169 -1.573600 1.492600 0.157400
4170 -1.047700 1.968900 0.718500
4171 -1.047700 1.967800 -0.403800
4172 -0.857600 1.706100 -0.367500
4173 -1.237800 1.706100 -0.367500
4174 -1.237800 1.706100 -0.367500
4175 -1.450300 2.628400 0.554200
4176 -1.459300 3.056000 0.554200
4177 -1.579500 3.056000 0.355800
4178 -1.567700 2.628400 0.355800
4179 -1.047700 2.628400 0.718500
4180 -1.047700 3.056000 0.718500
4181 -1.253500 3.056000 0.682800
4182 -1.249000 2.628400 0.682800
4183 -0.636100 3.056000 0.554200
4184 -0.841900 3.056000 0.682800
4185 -0.846400 2.628400 0.682800
4186 -0.645100 2.628400 0.554200
4187 -0.465500 3.056000 0.157400
4188 -0.515900 3.056000 0.355800
4189 -0.527600 2.628400 0.355800
4190 -0.478400 2.628400 0.157400
4191 -0.645100 2.628400 -0.239500
4192 -0.636100 3.056000 -0.239500
4193 -0.503100 3.056000 -0.041000
4194 -0.515100 2.628400 -0.041000
4195 -1.047700 2.628400 -0.403800
4196 -1.047700 3.056000 -0.403800
4197 -0.841900 3.056000 -0.367500
4198 -0.846400 2.628400 -0.367500
4199 -1.459300 3.056000 -0.239500
4200 -1.253500 3.056000 -0.367500
4201 -1.249000 2.628400 -0.367500
4202 -1.450300 2.628400 -0.239500
4203 -1.629800 3.056000 0.157400
4204 -1.592300 3.056000 -0.041000
4205 -1.580300 2.628400 -0.041000
4206 -1.617000 2.628400 0.157400
4207 -1.468400 3.483600 0.554200
4208 -1.591200 3.483600 0.355800
4209 -1.047700 3.483600 0.718500
4210 -1.258000 3.483600 0.682800
4211 -0.627000 3.483600 0.554200
4212 -0.837300 3.483600 0.682800
4213 -1.047700 2.628400 0.718500
4214 -0.452700 3.483600 0.157400
4215 -0.504200 3.483600 0.355800
4216 -0.627000 3.483600 -0.239500
4217 -0.491100 3.483600 -0.041000
4218 -1.047700 3.483600 -0.403800
4219 -0.837300 3.483600 -0.367500
4220 -1.468400 3.483600 -0.239500
4221 -1.258000 3.483600 -0.367500
4222 -1.047700 2.628400 -0.403800
4223 -1.642700 3.483600 0.157400
4224 -1.604300 3.483600 -0.041000
4225 -1.047700 2.132500 0.718500
4226 -1.047700 2.239200 -0.403800
4227 -1.047700 1.811700 0.718500
4228 -1.047700 1.492600 0.718500
4229 -0.857600 1.706100 -0.367500
4230 -1.237800 1.706100 -0.367500
4231 -1.047700 1.706100 -0.403800
4232 -1.047700 1.492600 -0.403800
4233 -1.237800 1.706100 -0.367500
4234 -0.857600 1.706100 -0.367500
4235 -0.857600 1.706100 -0.367500
4236 -1.237800 1.706100 -0.367500
4237 -1.047700 3.056000 0.718500
4238 -1.047700 3.056000 -0.403800
4239 -1.047700 3.483600 0.718500
4240 -1.047700 3.483600 -0.403800
4241 1.549300 1.968100 0.355800
4242 1.604200 2.210300 0.157400
4243 1.556000 2.189000 0.355800
4244 1.596800 1.967800 0.157400
4245 1.241800 1.968600 0.682800
4246 1.441200 2.167600 0.554200
4247 1.244400 2.150100 0.682800
4248 1.436000 1.968400 0.554200
4249 1.047700 1.968900 0.718500
4250 0.850900 2.150100 0.682800
4251 0.853500 1.968600 0.682800
4252 1.047700 2.132500 0.718500
4253 0.659400 1.968400 0.554200
4254 0.539400 2.189000 0.355800
4255 0.546100 1.968100 0.355800
4256 0.654200 2.167600 0.554200
4257 0.498500 1.967800 0.157400
4258 0.527100 2.224700 -0.041000
4259 0.534000 1.967800 -0.041000
4260 0.491200 2.210300 0.157400
4261 0.853500 1.967800 -0.367500
4262 0.654200 2.239200 -0.239500
4263 0.850900 2.239200 -0.367500
4264 0.659400 1.967800 -0.239500
4265 1.047700 1.967800 -0.403800
4266 1.244400 2.239200 -0.367500
4267 1.241800 1.967800 -0.367500
4268 1.047700 2.239200 -0.403800
4269 1.561400 1.967800 -0.041000
4270 1.441200 2.239200 -0.239500
4271 1.568300 2.224700 -0.041000
4272 1.436000 1.967800 -0.239500
4273 1.427900 1.777100 0.554200
4274 1.528100 1.492600 0.355800
4275 1.538900 1.756000 0.355800
4276 1.419500 1.492600 0.554200
4277 1.047700 1.811700 0.718500
4278 1.233600 1.492600 0.682800
4279 1.237800 1.794400 0.682800
4280 1.047700 1.492600 0.718500
4281 0.675800 1.492600 0.554200
4282 0.857600 1.794400 0.682800
4283 0.667400 1.777100 0.554200
4284 0.861800 1.492600 0.682800
4285 0.521800 1.492600 0.157400
4286 0.556500 1.756000 0.355800
4287 0.509900 1.735000 0.157400
4288 0.567300 1.492600 0.355800
4289 0.675800 1.492600 -0.239500
4290 0.544600 1.720600 -0.041000
4291 0.667400 1.706100 -0.239500
4292 0.555700 1.492600 -0.041000
4293 1.047700 1.492600 -0.403800
4294 0.857600 1.706100 -0.367500
4295 1.047700 1.706100 -0.403800
4296 0.857600 1.706100 -0.367500
4297 0.861800 1.492600 -0.367500
4298 1.427900 1.706100 -0.239500
4299 1.233600 1.492600 -0.367500
4300 1.237800 1.706100 -0.367500
4301 1.419500 1.492600 -0.239500
4302 1.585400 1.735000 0.157400
4303 1.539700 1.492600 -0.041000
4304 1.550800 1.720600 -0.041000
4305 1.573600 1.492600 0.157400
4306 1.047700 1.968900 0.718500
4307 1.047700 1.967800 -0.403800
4308 0.857600 1.706100 -0.367500
4309 1.237800 1.706100 -0.367500
4310 1.237800 1.706100 -0.367500
4311 1.450300 2.628400 0.554200
4312 1.579500 3.056000 0.355800
4313 1.459300 3.056000 0.554200
4314 1.567700 2.628400 0.355800
4315 1.047700 2.628400 0.718500
4316 1.253500 3.056000 0.682800
4317 1.047700 3.056000 0.718500
4318 1.249000 2.628400 0.682800
4319 0.636100 3.056000 0.554200
4320 0.846400 2.628400 0.682800
4321 0.841900 3.056000 0.682800
4322 0.645100 2.628400 0.554200
4323 0.465500 3.056000 0.157400
4324 0.527600 2.628400 0.355800
4325 0.515900 3.056000 0.355800
4326 0.478400 2.628400 0.157400
4327 0.645100 2.628400 -0.239500
4328 0.503100 3.056000 -0.041000
4329 0.636100 3.056000 -0.239500
4330 0.515100 2.628400 -0.041000
4331 1.047700 2.628400 -0.403800
4332 0.841900 3.056000 -0.367500
4333 1.047700 3.056000 -0.403800
4334 0.846400 2.628400 -0.367500
4335 1.459300 3.056000 -0.239500
4336 1.249000 2.628400 -0.367500
4337 1.253500 3.056000 -0.367500
4338 1.450300 2.628400 -0.239500
4339 1.629800 3.056000 0.157400
4340 1.580300 2.628400 -0.041000
4341 1.592300 3.056000 -0.041000
4342 1.617000 2.628400 0.157400
4343 1.591200 3.483600 0.355800
4344 1.468400 3.483600 0.554200
4345 1.258000 3.483600 0.682800
4346 1.047700 3.483600 0.718500
4347 0.627000 3.483600 0.554200
4348 0.837300 3.483600 0.682800
4349 1.047700 2.628400 0.718500
4350 0.452700 3.483600 0.157400
4351 0.504200 3.483600 0.355800
4352 0.491100 3.483600 -0.041000
4353 0.627000 3.483600 -0.239500
4354 0.837300 3.483600 -0.367500
4355 1.047700 3.483600 -0.403800
4356 1.468400 3.483600 -0.239500
4357 1.258000 3.483600 -0.367500
4358 1.047700 2.628400 -0.403800
4359 1.642700 3.483600 0.157400
4360 1.604300 3.483600 -0.041000
4361 1.047700 2.132500 0.718500
4362 1.047700 2.239200 -0.403800
4363 1.047700 1.811700 0.718500
4364 1.047700 1.492600 0.718500
4365 0.857600 1.706100 -0.367500
4366 1.237800 1.706100 -0.367500
4367 1.047700 1.492600 -0.403800
4368 1.047700 1.706100 -0.403800
4369 1.237800 1.706100 -0.367500
4370 0.857600 1.706100 -0.367500
4371 0.857600 1.706100 -0.367500
4372 1.237800 1.706100 -0.367500
4373 1.047700 3.056000 0.718500
4374 1.047700 3.056000 -0.403800
4375 1.047700 3.483600 0.718500
4376 1.047700 3.483600 -0.403800
4377 1.976100 9.456557 -1.403168
4378 1.993800 9.320257 -1.396168
4379 1.989700 9.181357 -1.397768
4380 1.114400 8.566957 -1.742568
4381 1.109400 10.023357 -1.744568
4382 1.265800 10.037657 -1.682968
4383 1.265800 8.550958 -1.682968
4384 0.968700 8.614457 -1.799968
4385 0.963600 9.980758 -1.801968
4386 0.834500 8.691557 -1.852868
4387 0.836500 9.911657 -1.852068
4388 0.719300 8.793258 -1.898268
4389 0.732700 9.818857 -1.892968
4390 1.422300 10.023357 -1.621268
4391 1.417300 8.566957 -1.623268
4392 1.568000 9.980758 -1.563868
4393 1.562900 8.614457 -1.565868
4394 1.695100 9.911657 -1.513868
4395 1.697100 8.691557 -1.513068
4396 1.798900 9.818857 -1.472968
4397 1.812400 8.793258 -1.467668
4398 1.879400 9.708657 -1.441268
4399 1.901100 8.912558 -1.432668
4400 1.938000 9.586957 -1.418168
4401 1.960300 9.043757 -1.409368
4402 0.630600 8.912558 -1.933168
4403 0.652300 9.708657 -1.924568
4404 0.571400 9.043757 -1.956468
4405 0.593600 9.586957 -1.947768
4406 0.542000 9.181357 -1.968068
4407 0.555500 9.456557 -1.962768
4408 0.537900 9.320257 -1.969668
4409 -1.993800 9.320257 -1.396168
4410 -1.976100 9.456557 -1.403168
4411 -1.989700 9.181357 -1.397768
4412 -1.265800 10.037657 -1.682968
4413 -1.109400 10.023357 -1.744568
4414 -1.114400 8.566957 -1.742568
4415 -1.265800 8.550958 -1.682968
4416 -0.963600 9.980758 -1.801968
4417 -0.968700 8.614457 -1.799968
4418 -0.836500 9.911657 -1.852068
4419 -0.834500 8.691557 -1.852868
4420 -0.732700 9.818857 -1.892968
4421 -0.719300 8.793258 -1.898268
4422 -1.422300 10.023357 -1.621268
4423 -1.417300 8.566957 -1.623268
4424 -1.568100 9.980758 -1.563868
4425 -1.562900 8.614457 -1.565868
4426 -1.695200 9.911657 -1.513868
4427 -1.697100 8.691557 -1.513068
4428 -1.798900 9.818857 -1.472968
4429 -1.812400 8.793258 -1.467668
4430 -1.879400 9.708657 -1.441268
4431 -1.901100 8.912558 -1.432668
4432 -1.938000 9.586957 -1.418168
4433 -1.960300 9.043757 -1.409368
4434 -0.652300 9.708657 -1.924568
4435 -0.630600 8.912558 -1.933168
4436 -0.593600 9.586957 -1.947768
4437 -0.571400 9.043757 -1.956468
4438 -0.555500 9.456557 -1.962768
4439 -0.542000 9.181357 -1.968068
4440 -0.537900 9.320257 -1.969668
4441 2.068100 9.181500 -1.322171
4442 2.102900 9.181300 -1.273171
4443 2.116500 9.312400 -1.268371
4444 2.081000 9.304700 -1.317671
4445 2.082100 9.424500 -1.320171
4446 2.117700 9.440800 -1.270871
4447 2.097000 9.449300 -1.234171
4448 2.095900 9.319200 -1.231571
4449 2.082500 9.187700 -1.236571
4450 2.111100 9.573200 -1.276871
4451 2.076100 9.547200 -1.325671
4452 2.063600 9.668300 -1.333771
4453 2.097600 9.703800 -1.285571
4454 2.076600 9.717600 -1.248971
4455 2.090300 9.584400 -1.240171
4456 2.078100 9.826800 -1.296371
4457 2.045400 9.783200 -1.343971
4458 2.012700 9.903100 -1.363971
4459 2.043400 9.954400 -1.317671
4460 2.022200 9.969800 -1.281171
4461 2.056900 9.841800 -1.259871
4462 1.984300 10.099000 -1.357471
4463 1.956700 10.039600 -1.401271
4464 1.872900 10.176600 -1.456571
4465 1.896000 10.243800 -1.416271
4466 1.872900 10.176600 -1.456571
4467 1.876000 10.258100 -1.380271
4468 1.963300 10.114000 -1.321271
4469 1.872900 10.176600 -1.456571
4470 1.774000 10.372200 -1.494571
4471 1.756700 10.298500 -1.530171
4472 1.872900 10.176600 -1.456571
4473 1.612700 10.389700 -1.614771
4474 1.622400 10.468100 -1.584471
4475 1.605600 10.480100 -1.548771
4476 1.755700 10.385200 -1.458671
4477 1.445200 10.515700 -1.678371
4478 1.445400 10.434700 -1.702971
4479 1.272400 10.445100 -1.782971
4480 1.261500 10.526700 -1.763571
4481 1.245300 10.538300 -1.728471
4482 1.429000 10.527300 -1.642971
4483 1.090500 10.513100 -1.827371
4484 1.111700 10.432300 -1.843371
4485 0.966900 10.396600 -1.891471
4486 1.090500 10.513100 -1.827371
4487 0.937100 10.475600 -1.877771
4488 0.920700 10.487600 -1.841471
4489 1.073800 10.524600 -1.791971
4490 0.806400 10.415000 -1.922371
4491 0.842100 10.338300 -1.934571
4492 0.738800 10.255400 -1.970571
4493 0.699000 10.328800 -1.959471
4494 0.687700 10.344800 -1.920271
4495 0.792300 10.428600 -1.884671
4496 0.615500 10.214800 -1.986971
4497 0.658600 10.145900 -1.997271
4498 0.601300 10.025800 -2.014171
4499 0.555500 10.089200 -2.004471
4500 0.547500 10.110500 -1.963671
4501 0.606200 10.233600 -1.946771
4502 0.518800 9.968600 -2.011271
4503 0.566400 9.911300 -2.020871
4504 0.546700 9.793800 -2.019771
4505 0.497900 9.843500 -2.009971
4506 0.490200 9.865500 -1.968471
4507 0.511200 9.991100 -1.970071
4508 0.485200 9.704500 -2.002771
4509 0.534900 9.664800 -2.013271
4510 0.530600 9.525700 -2.004171
4511 0.480600 9.553600 -1.992771
4512 0.472600 9.568900 -1.950671
4513 0.480600 9.553600 -1.992771
4514 0.477400 9.723900 -1.960971
4515 0.480600 9.553600 -1.992771
4516 0.483700 9.393000 -1.983171
4517 0.533500 9.378100 -1.995371
4518 0.544600 9.238300 -1.987371
4519 0.494300 9.241600 -1.974571
4520 0.485700 9.248200 -1.931871
4521 0.475800 9.403400 -1.940671
4522 0.480600 9.553600 -1.992771
4523 0.512000 9.118500 -1.967471
4524 0.565000 9.122700 -1.980571
4525 0.588900 9.033300 -1.972471
4526 0.535900 9.020300 -1.958871
4527 0.524300 9.023600 -1.916271
4528 0.500800 9.124500 -1.924971
4529 0.636600 8.922300 -1.946771
4530 0.610400 8.972200 -1.960771
4531 0.564600 8.943700 -1.945671
4532 0.598500 8.880600 -1.930371
4533 0.596100 8.863800 -1.888871
4534 0.559100 8.936900 -1.902071
4535 1.257400 8.584400 -1.700371
4536 1.083700 8.614800 -1.768771
4537 1.062200 8.567200 -1.747771
4538 1.247000 8.535400 -1.675271
4539 1.232600 8.539200 -1.639471
4540 1.047200 8.570500 -1.711771
4541 0.867700 8.615200 -1.790271
4542 1.062200 8.567200 -1.747771
4543 0.882400 8.629968 -1.823338
4544 0.867700 8.615200 -1.790271
4545 0.924400 8.670800 -1.832071
4546 0.882400 8.629968 -1.823338
4547 1.558200 8.633200 -1.579271
4548 1.414400 8.595500 -1.638571
4549 1.414500 8.547300 -1.609571
4550 1.567800 8.587200 -1.544771
4551 1.555300 8.591200 -1.507371
4552 1.401100 8.551400 -1.573671
4553 1.812000 8.745900 -1.459971
4554 1.692500 8.682700 -1.518471
4555 1.710400 8.639300 -1.474971
4556 1.836500 8.707700 -1.409371
4557 1.822900 8.711000 -1.365371
4558 1.697900 8.642500 -1.433571
4559 1.940300 8.796600 -1.357171
4560 1.911700 8.824500 -1.407571
4561 1.988300 8.923600 -1.365271
4562 2.019600 8.907300 -1.317471
4563 2.001000 8.915100 -1.279971
4564 1.924200 8.802200 -1.315771
4565 2.072200 9.040900 -1.289471
4566 2.038800 9.048600 -1.337471
4567 2.052300 9.048300 -1.253071
4568 1.782800 9.645400 -1.227571
4569 1.793700 9.538700 -1.220771
4570 1.677800 9.523600 -1.199471
4571 1.668000 9.620400 -1.205471
4572 1.576800 9.602300 -1.181871
4573 1.585700 9.515900 -1.176471
4574 1.588500 9.421600 -1.174471
4575 1.682200 9.421100 -1.196071
4576 1.799100 9.429300 -1.216271
4577 1.797800 9.325700 -1.214971
4578 1.679000 9.320500 -1.197071
4579 1.582100 9.324000 -1.178471
4580 1.575800 9.211200 -1.193171
4581 1.678000 9.230800 -1.203971
4582 1.790100 9.226600 -1.219771
4583 1.776400 9.131100 -1.233371
4584 1.688400 9.161400 -1.218271
4585 1.643200 9.117500 -1.225571
4586 1.738400 9.047700 -1.250271
4587 1.686500 8.973900 -1.274671
4588 1.590000 9.059000 -1.249971
4589 1.590000 9.059000 -1.249971
4590 1.590000 9.059000 -1.249971
4591 1.590000 9.059000 -1.249971
4592 1.518200 9.133000 -1.225671
4593 1.442700 9.063700 -1.275371
4594 1.590000 9.059000 -1.249971
4595 1.590000 9.059000 -1.249971
4596 1.538100 8.997300 -1.286271
4597 1.620600 8.911400 -1.310771
4598 1.590000 9.059000 -1.249971
4599 1.590000 9.059000 -1.249971
4600 1.540700 8.861900 -1.362371
4601 1.496800 8.944000 -1.329171
4602 1.421300 8.946000 -1.352371
4603 1.439600 8.834500 -1.413171
4604 1.322100 8.807200 -1.463271
4605 1.314400 8.927600 -1.394871
4606 1.315100 9.039200 -1.328171
4607 1.197100 9.024100 -1.378571
4608 1.315100 9.039200 -1.328171
4609 1.190600 8.914900 -1.445171
4610 1.191800 8.796400 -1.513971
4611 1.052400 8.818200 -1.566871
4612 1.064500 8.934300 -1.492271
4613 1.082500 9.043100 -1.420871
4614 0.965900 9.073600 -1.468871
4615 0.957600 8.959200 -1.536171
4616 0.929700 8.855200 -1.614071
4617 0.849500 8.889700 -1.647671
4618 0.891200 8.962900 -1.577071
4619 0.871400 9.019400 -1.565571
4620 0.783300 8.939800 -1.676371
4621 0.741000 9.032700 -1.679471
4622 0.832100 9.093100 -1.570771
4623 0.907000 9.153500 -1.480671
4624 0.860800 9.246900 -1.497371
4625 0.786300 9.161900 -1.590371
4626 0.699700 9.111600 -1.694671
4627 0.673600 9.182600 -1.707871
4628 0.747100 9.203800 -1.621671
4629 0.763300 9.274000 -1.598171
4630 0.669400 9.272600 -1.705571
4631 0.663600 9.400700 -1.710371
4632 0.763600 9.395900 -1.595571
4633 0.857900 9.396400 -1.492171
4634 0.853600 9.537400 -1.499971
4635 0.760300 9.538400 -1.603671
4636 0.660700 9.542600 -1.718871
4637 0.665300 9.673800 -1.727771
4638 0.766000 9.670500 -1.612371
4639 0.860900 9.668700 -1.508071
4640 0.867000 9.803900 -1.528171
4641 0.768400 9.777900 -1.628171
4642 0.673700 9.787900 -1.736871
4643 0.682700 9.878400 -1.745671
4644 0.755300 9.846100 -1.657471
4645 0.795600 9.890300 -1.627671
4646 0.712700 9.955700 -1.735271
4647 0.754700 10.037800 -1.722671
4648 0.839200 9.956800 -1.610671
4649 0.912900 9.892100 -1.515971
4650 0.970900 9.967600 -1.507871
4651 0.878000 10.027500 -1.607671
4652 0.806800 10.113200 -1.708871
4653 0.867300 10.170400 -1.694671
4654 0.903900 10.084000 -1.619771
4655 0.970900 10.083800 -1.580471
4656 0.953100 10.200900 -1.663071
4657 1.065000 10.224600 -1.628071
4658 1.069000 10.097700 -1.546871
4659 1.081100 9.986500 -1.468971
4660 1.183000 10.001500 -1.436271
4661 1.183300 10.109900 -1.508271
4662 1.193300 10.235500 -1.582471
4663 1.328300 10.227800 -1.519171
4664 1.298800 10.104400 -1.454071
4665 1.281200 9.998600 -1.390471
4666 1.367400 9.976500 -1.339571
4667 1.403900 10.077500 -1.393971
4668 1.455000 10.194700 -1.449071
4669 1.558700 10.129500 -1.382771
4670 1.486800 10.025500 -1.337771
4671 1.433600 9.933900 -1.291971
4672 1.485000 9.878800 -1.251471
4673 1.550900 9.954600 -1.289071
4674 1.485000 9.878800 -1.251471
4675 1.640300 10.041200 -1.325171
4676 1.700800 9.939200 -1.281271
4677 1.599400 9.871000 -1.251471
4678 1.485000 9.878800 -1.251471
4679 1.526800 9.819000 -1.221971
4680 1.485000 9.878800 -1.251471
4681 1.548400 9.745600 -1.200071
4682 1.633600 9.784200 -1.225671
4683 1.742500 9.835100 -1.251271
4684 1.767800 9.740700 -1.235571
4685 1.654800 9.704000 -1.212271
4686 1.564700 9.676100 -1.188171
4687 1.492900 9.511200 -1.163971
4688 1.485100 9.580700 -1.168871
4689 1.397500 9.557400 -1.167871
4690 1.407600 9.508200 -1.162771
4691 1.401900 9.454200 -1.165071
4692 1.493200 9.434700 -1.163871
4693 1.401900 9.454200 -1.165071
4694 1.482300 9.351400 -1.171171
4695 1.401900 9.454200 -1.165071
4696 1.392300 9.390100 -1.173071
4697 1.401900 9.454200 -1.165071
4698 1.361800 9.312600 -1.195671
4699 1.468600 9.269800 -1.186271
4700 1.460200 9.198800 -1.209471
4701 1.392300 9.187200 -1.232771
4702 1.315100 9.039200 -1.328171
4703 1.301700 9.160600 -1.272871
4704 1.280700 9.273100 -1.234271
4705 1.206100 9.263200 -1.266971
4706 1.202100 9.144400 -1.316871
4707 1.315100 9.039200 -1.328171
4708 1.107200 9.163900 -1.351671
4709 1.134800 9.276600 -1.294071
4710 1.062400 9.325400 -1.320071
4711 1.025500 9.194800 -1.382471
4712 0.965500 9.212800 -1.414271
4713 0.962900 9.296800 -1.399471
4714 0.953000 9.408600 -1.399371
4715 1.038300 9.428400 -1.324971
4716 1.035000 9.521000 -1.328071
4717 0.946800 9.530400 -1.406271
4718 1.035000 9.521000 -1.328071
4719 0.946800 9.530400 -1.406271
4720 0.955500 9.644300 -1.412271
4721 0.946800 9.530400 -1.406271
